"user_id","created_at","screen_name","text","source","favorite_count","state","happiness"
"x1270380612",2018-12-17 18:11:39,"mpowelltv","I posted a new video to Facebook https://t.co/j9ZEZOBxEo","Facebook",1,"Arizona",0.23094010767585
"x1030188553",2018-12-17 18:11:39,"RJongeward","Because my heart exploded.","Twitter for iPhone",1,"Arizona",0
"x19614196",2018-12-17 18:11:39,"Rhinestonediva","Vintage 1940s H. POMERANTZ  Figural Bug Bee - Blue Glass Wings - Rhinestone Brooch Rare BOOK Piece! Share #vintagebook #1940svintage #bookbug https://t.co/aSgjlu46hK https://t.co/RUsWjOSyRZ","Tweet Eye Scheduler",1,"Arizona",-0.00199908528463811
"x19614196",2018-12-17 18:11:37,"Rhinestonediva","Vintage 1940s H. POMERANTZ  Figural Floral Tulip - Blue Glass Beads - Rhinestone Brooch Rare Signed Piece!! Take a look #vintagebeads #1940svintage #vintage1940s https://t.co/0myZnED5ym https://t.co/JyX1FtmCVJ","Tweet Eye Scheduler",1,"Arizona",0.0845667203094501
"x1535447101",2018-12-17 18:11:39,"LyndelDion","Ali's Pick for Best DarrenDaily of 2018 https://t.co/ojH65BmzcT","Facebook",1,"Arizona",0.150755672288882
"x213666860",2018-12-17 18:11:39,"SydInAz","@brianmaycom @ItsRamiMalek @QueenWillRock He absolutely could💕","Twitter for Android",1,"Arizona",0
"x154782433",2018-12-17 18:11:38,"betsyschullerrr","@shayanneeee it’s only on Apple podcasts but it is SO GOOD.","Twitter for iPhone",1,"Arizona",0.487139289628747
"x881344837",2018-12-17 18:11:37,"YHezzy_B","We all fall 
I’ve done it so frequently 
It’s second nature 
Now to bounce back harder than the fall","Twitter for iPhone",1,"Arizona",-0.109108945117996
"x74374486",2018-12-17 18:11:37,"haloinagaystack","@centuryflowers idk what this means but good for u","Twitter Web Client",1,"Arizona",0.5625
"x441486283",2018-12-17 18:11:36,"pohl_jason","Update: Mike has gotten a job with a gas line company and is hoping to become a pipe fitter — with a big raise — by January! He’s excited. 

And he also looks a whole lot better than he did when he was high and sobbing into that Subway sandwich. https://t.co/Jd1EYerAp9","Twitter for iPhone",1,"Arizona",0.100401651299625
"x449860151",2018-12-17 18:11:36,"julia_buckel","Do you ever hear a guy singing in a song and it’s just so beautiful it makes you wanna cry? Bc same.","Twitter for iPhone",1,"Arizona",0
"x780573980356845569",2018-12-17 18:11:36,"MediumWilly","What I want for Christmas this year:

-My two front teeth
-Your two front teeth
-Just a shit load of teeth honestly I need them for my collection","Twitter for iPhone",1,"Arizona",-0.14173667737846
"x145539559",2018-12-17 18:11:35,"microbear1","@British_Airways Can I book a Cabana in Heathrow days before my arrival or is it first come first serve day of?","Twitter for Android",1,"Arizona",0
"x265666449",2018-12-17 18:11:35,"markwonderful","@Champenoise46 @citygreener @GrrrGraphics . . . Dolly, they should read the Tim Tzouliadis book 'The Forsaken' about thousands of Americans who fled to the promised land of the socialist USSR during the FDR's Great Depression.  The thousands who did not immediately return, were murdered by Stalin's thugs. https://t.co/BVTSBEZzlS","TweetDeck",1,"Arizona",-0.207879572718011
"x345109385",2018-12-17 18:11:34,"emilygrace113","smh he really be canceled now https://t.co/JvWveraHTC","Twitter for iPhone",1,"Arizona",0
"x1724325319",2018-12-17 18:11:34,"Crystal_Fishy","@ljhamilton88 😂 Whatever works 👍","Twitter for Android",1,"Arizona",0.144337567297406
"x1038578592",2018-12-17 18:11:34,"WaldrefWeather","@AlisonDorf There is no such thing as too many dog photos #fact

Also, this picture is adorable 😍😍😍","Twitter Web Client",1,"Arizona",0.666972968849916
"x133446271",2018-12-17 18:11:33,"Marieelleephant","Memers respond to Tumblr’s ban on adult content / Queerty https://t.co/tjB3LPS1qT","Hootsuite Inc.",1,"Arizona",0.025
"x762397302380171264",2018-12-17 18:11:42,"Redkless_","Speechless x Beyoncé","Twitter for iPhone",1,"Arkansas",0
"x3162039789",2018-12-17 18:11:41,"brittaniayana","Yung Baby Tate
Megan Thee Stallion
Saweetie
Stefflon Don
Noname
Dreezy
Rico Nasty
Asian Doll
Maliibu Miitch
Nezi Momodu
(Hell, even Janelle Monae the few times she does rap) 

None of these women sound the same... thank you.","Twitter for iPhone",1,"Arkansas",0.0767766952966368
"x878152924131717120",2018-12-17 18:11:40,"cympjnai_","I hate waking up this late 😑","Twitter for iPhone",1,"Arkansas",-0.408248290463863
"x25573525",2018-12-17 18:11:37,"ricendric","The Jimi Hendrix Experience - All Along The Watchtower (Audio) https://t.co/kFOtAZXGAk via @YouTube","Twitter Web Client",1,"Arkansas",0
"x28871320",2018-12-17 18:11:32,"PHesser","Hawks first Texarkana, Texas, team to earn consecutive state title berths https://t.co/aVYT5m7jhb","Twitter Web Client",1,"Arkansas",0
"x2327088506",2018-12-17 18:11:31,"HotSpringsHigh","SENIOR INTERVIEWS PREP STUDENTS FOR CAREERS

The process of preparing for and delivering an impressive interview is not an easy one, and usually not something that comes naturally to most. HSWCHS Oral Comms... https://t.co/zJhxQcjA5H","Facebook",1,"Arkansas",-0.160454070256969
"x157679052",2018-12-17 18:11:30,"danbureau","Latest class of psychologists is more diverse https://t.co/wquC5pO8vY via @APA","Twitter Web Client",1,"Arkansas",0
"x1069988452664569856",2018-12-17 18:11:27,"Shoko_Hime","@DeluxeGreed 🌼
""Nah! I can handle it. Still gotta do a few more things.""","Twitter for Android",1,"Arkansas",0
"x267457086",2018-12-17 18:11:27,"jay_Willlz","popeyes tho","Twitter for Android",1,"Arkansas",0
"x1070169081884504065",2018-12-17 18:11:24,"Tim_NoOther2","@5aucebro Amen bro 💯","Twitter for iPhone",1,"Arkansas",0.346410161513775
"x29876242",2018-12-17 18:11:23,"levellesaltersr","#FYI via Mr. Courtney Johnson for FIT BY C Personal &amp; Group Fitness Training 
#CNotes 🖋 https://t.co/rVrfPxDp5j","Facebook",1,"Arkansas",0.223606797749979
"x567649849",2018-12-17 18:11:20,"colbs411","@GursinderImpact @IMPACTWRESTLING Gonna be out for revenge?","Twitter for Android",1,"Arkansas",-0.377964473009227
"x790184377678376960",2018-12-17 18:11:19,"madeleina_beep","This is amazing. https://t.co/Xkt8E8BslF","Twitter for iPhone",1,"Arkansas",0.157526074714055
"x34921381",2018-12-17 18:11:19,"iembot_meg","MEG issues Hazardous Weather Outlook (HWO) at Dec 17, 12:11 PM CST https://t.co/UfOr8ewzUB","iembot",1,"Arkansas",-0.451848057057532
"x616462275",2018-12-17 18:11:19,"jwa_dance","I just finished day 14 of the @YouVersion plan 'Advent - The Gift Devotional'. Check it out here: https://t.co/rOt7D0o5Ul","Twitter for iPhone",1,"Arkansas",-0.00320905249573768
"x36171681",2018-12-17 18:11:19,"pappawx5","Sure hate to see this:                       15% of Cotton Crop May Still Be Sitting Vulnerable in the Field | Sponsored by Mosaic

(Via AgWeb) https://t.co/9nHAbVc7is","Twitter for iPhone",1,"Arkansas",-0.362814850005641
"x1708392181",2018-12-17 18:11:14,"jandabass0708","Ok Bill Peterson is a dick. Let Tommy and Karl free. #FreeTommy  #FreeKarl  The town of Ada, Bill Peterson, and the State of Oklahoma need to apologise and fix what they screwed up. #AnInnocentMan","Twitter for Android",1,"Arkansas",-0.103806011768563
"x953398604441538562",2018-12-17 18:11:11,"tavgilmore","Send me an army nigga I heard they don’t cheat 🇺🇸😩","Twitter for iPhone",1,"Arkansas",-0.226133508433323
"x487901453",2018-12-17 18:11:10,"DanielStephen25","@Grizzaholics I agree with the 1st and 3rd but I would keep Green unless I get a real good offer. He's been our best bench player since he came back.","Twitter for Android",1,"Arkansas",0.290206452919596
"x479213137",2018-12-17 18:11:42,"TheJonAGill","@LukeRinard Pretty sure I had to jump through a bunch of hoops to make sure the top level transform maintained some kind of predictable local space, too... 

Was kind of cool in that it did technically work, but hoo boy it was not worth the effort.","Fenix 2",1,"California",0.1814556698505
"x70046515",2018-12-17 18:11:42,"AutumnChiklis","It’s been a while, but in the spirit of Christmas... 🎄 #Smothered #RaisingMom https://t.co/wlIy67llAG","Twitter for iPhone",1,"California",0.185096946407342
"x2462497536",2018-12-17 18:11:42,"spahl_l","@BethhCoyle Sending...virtual ear plugs?","Twitter for iPad",1,"California",0
"x37561613",2018-12-17 18:11:42,"Thornstowe_Scum","The guy in the reno Scum shirt at the gym is a fucking badass. 

(It’s me)

(😉)","Twitter for iPhone",1,"California",-0.0364602015521361
"x24489095",2018-12-17 18:11:42,"lilsuitcase","z@ppos is cool and all but why can’t I find anyone here who wants to talk to me extensively about vanderpump rules","Twitter for iPhone",1,"California",0.234742767016721
"x918915851226529792",2018-12-17 18:11:42,"KigJesse","@ume_yume_umeko This is so lovely ♥️
You are so beautiful!","Twitter for Android",1,"California",0.452267016866645
"x59854776",2018-12-17 18:11:42,"Onyxeyes82","@TripleH @WWEAsuka You know how to pickem HHH!","Twitter Lite",1,"California",0
"x924507589236232192",2018-12-17 18:11:42,"morishima_youth","@BurnerErc ...youthinkyouknowme...","Twitter for iPhone",1,"California",0
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x441598184",2018-12-17 18:11:42,"JJJordynjones","i literally eat pasta 2 meals a day... #AskJordyn https://t.co/I2QdYxfchj","Twitter for iPhone",26,"California",0.12375002765253
"x413274241",2018-12-17 18:11:42,"MrJonCryer","@owillis ...because gritty authenticity was what Elton John was known for.","Twitter for iPhone",1,"California",-0.0258841753548396
"x33385330",2018-12-17 18:11:42,"monsemouse","I wanna go to a club that just plays cumbia. That’s my mood","Twitter for iPhone",1,"California",0
"x166956069",2018-12-17 18:11:42,"androidnews4u","Top 5 most popular Android apps from last week: Absolute Drift, Google Fit https://t.co/zy1DyWHxqC","dlvr.it",1,"California",0.691226531353549
"x584035026",2018-12-17 18:11:42,"Archbrarian","@marinaomi I recently got a public librarian position and can see how encompassing and consuming it could be - in this phase I am doing mini comics chronicling my journey: in order to cope with stress &amp; to gain mastery... https://t.co/3C19htyeMf","Twitter for iPhone",1,"California",0.0567968339604095
"x36218435",2018-12-17 18:11:42,"LAmag","2018 is reaching its end... make the most of the weeks ahead. 👏https://t.co/PfcVznpRLC","Twitter Web Client",1,"California",0.265737186577518
"x994083252020314112",2018-12-17 18:11:42,"SHEGONPOP","can’t trust nobody https://t.co/xEfkxFLjMe","Twitter for iPhone",1,"California",-0.176776695296637
"x913849808137338880",2018-12-17 18:11:42,"networkindie","Codie Prevost - Today's Not My Day Streaming LIVE on Indie Star Radio! #Music #NowPlaying  #LiveStreaming","Radio.co now playing",1,"California",0.259807621135332
"x1158198042",2018-12-17 18:11:42,"LalitaNirmala","Booking for SF this evening.","Twitter for Android",1,"California",0
"x975463237314519041",2018-12-17 18:11:42,"rorykcd","y'all got toes??","rcdbot",1,"California",0
"x3016579937",2018-12-17 18:11:41,"ShayStC","Disneyland for Christmas?🤔","Twitter for iPhone",1,"California",0
"x1136084036",2018-12-17 18:11:41,"chicboutiqueca","Check out what I just added to my closet on Poshmark: NWT Turtle Neck Long Sleeve Shirt. https://t.co/Uuz8bAbHxv via @poshmarkapp #shopmycloset","Poshmark",1,"California",0
"x861627794652004352",2018-12-17 18:11:42,"EVPmayhem","I liked a @YouTube video https://t.co/PziQ2TFNXb GAMEBOY MEGA MACHINE Vlog Part 2, Breaking Out The Gameboys","Google",1,"Colorado",-0.0229415733870562
"x37062669",2018-12-17 18:11:41,"heroinebook","@KendraWrites @shannonmstirone AMEN","Twitter Web Client",1,"Colorado",0.346410161513775
"x483436921",2018-12-17 18:11:39,"syntacticon","〰️ I had lots of help on this, especially from Chase Burke (@cpburkejr). 💫 But also thank you to Mark Mayer (@markgmayer), Jennifer Ramsey (@chartreuseberet), and Bin Ramke for insights / support. And! Cat Leeches (@Lizard_Eyes) for dealing with my dozens of emails. ♾","Twitter Web Client",1,"Colorado",0.0671029493916517
"x483436921",2018-12-17 18:11:39,"syntacticon","I wrote a craft essay for @BlackWarriorRev on my issue 45.1 story ""Hypatia on St. Katherine."" It sums up some of my reading and thinking about grids and representations of the unknowable. 🐚 
I hope it's interesting / useful! 
https://t.co/MWQSXdHVuc https://t.co/scovFj5Yyb","Twitter Web Client",1,"Colorado",0.124857802641147
"x824213394",2018-12-17 18:11:39,"SalgadingoParty","What about losses in the super bowl? https://t.co/TQcScgrlAV","Twitter for iPhone",1,"Colorado",-0.0103125023043775
"x8967582",2018-12-17 18:11:39,"Momzageek","Headed to Kunjani Coffee to support ChapBaseball. They’re giving 50% to the program today! Be sure to tell them why your there. #shoplocal #supportchap","Twitter for iPhone",1,"Colorado",0.0929985817212825
"x429635228",2018-12-17 18:11:38,"HimayKoenig4","@SuppleLeather @DustinNosler @JaredJMassey The Greinke, Kershaw, AGon, &amp; Crawford acquisitions were all 6+ years ago, during the ""Rapidly infuse the org with talent, regardless of cost"" Phase. We're way past that, now. Turner/Jansen signings were 4/5 year deals.

You think we're landing Harper with a 4/5 year offer?","Twitter Web Client",1,"Colorado",0.0591901999177791
"x297553813",2018-12-17 18:11:36,"munderwoodphoto","A change in season. 
.
Swipe for the same photo in August.
.
.
.
.
.
.
.
.
.
#colorado  #coloradolive #coloradogram #coloradotography #viewcolorado #naturalcolorado #colorfulcolorado… https://t.co/tDOMJIlB86","Instagram",1,"Colorado",-0.0871707400665317
"x943840122348425216",2018-12-17 18:11:35,"UnknowPerson262","my ppl out there they are itching to take you.. they daring you to  jump so they can make an example for the next one.. they been doing this  for years, its like ppl got short term memory or something.. now its gotten to the point they openly saying, we got snipers and will shoot","Twitter Web Client",1,"Colorado",0.0673778899136145
"x452656591",2018-12-17 18:11:35,"NLevendofsky","Stephen Miller is a contemptible white supremacist, but this meme was too good not to share. https://t.co/Dopb5C3Lya","Twitter for iPhone",1,"Colorado",0.412675286943971
"x81989140",2018-12-17 18:11:34,"frzndeadguydays","Reanimate someone's wardrobe this holiday season with some Grandpa's Gear  (there's still time to get them shipped before X-mas!)  or give the gift of eternally fun memories with an FDGD VIP pass (prices go up 1/1/19) https://t.co/MzEBv4nn0s","Facebook",1,"Colorado",0.316321867422288
"x1072536176408506368",2018-12-17 18:11:33,"LisaSla33529083","10 Daring Interior Design Trends You'll See Everywhere in 2019 https://t.co/zF24V2PNEn","Twitter Web Client",1,"Colorado",0.200445931434318
"x7377812",2018-12-17 18:11:32,"thedcd","@mechamelissa Okay but watch Long Kiss Goodnight afterwards.","Twitter for iPhone",1,"Colorado",0.397747564417433
"x5166091",2018-12-17 18:11:31,"mooreds","From HN: ""Bringing machine learning to JavaScript ecosystem with TensorFlow.js"": https://t.co/zVo9WJwCtf.","Zapier.com",1,"Colorado",0.2
"x346338113",2018-12-17 18:11:30,"seanobl","Niners need to get another big target and hopefully another te that can compliment kittle. Really excited about the offense going forward and that’s without mentioning the depth at rb","Twitter for iPhone",1,"Colorado",0.274284250579334
